t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.0950,0.985716,-0.781417,1.601702,0.985714,-0.781415,1.601700
1.1000,0.988810,-0.784398,1.602628,0.988809,-0.784396,1.602627
1.1050,0.991876,-0.787353,1.603550,0.991874,-0.787351,1.603549
1.1100,0.994911,-0.790280,1.604468,0.994909,-0.790278,1.604466
1.1150,0.997918,-0.793181,1.605381,0.997916,-0.793179,1.605379
1.1200,1.000896,-0.796056,1.606290,1.000894,-0.796054,1.606288
1.1250,1.003845,-0.798904,1.607194,1.003843,-0.798902,1.607193
1.1300,1.006765,-0.801726,1.608094,1.006763,-0.801724,1.608093
1.1350,1.009657,-0.804522,1.608990,1.009655,-0.804520,1.608988
1.1400,1.012520,-0.807292,1.609882,1.012518,-0.807290,1.609880
1.1450,1.015356,-0.810036,1.610769,1.015354,-0.810034,1.610767
1.1500,1.018163,-0.812755,1.611652,1.018161,-0.812753,1.611650
1.1550,1.020943,-0.815448,1.612531,1.020941,-0.815446,1.612529
1.1600,1.023695,-0.818116,1.613406,1.023693,-0.818114,1.613404
1.1650,1.026420,-0.820759,1.614277,1.026418,-0.820757,1.614275
1.1700,1.029118,-0.823376,1.615144,1.029115,-0.823374,1.615142
1.1750,1.031788,-0.825969,1.616007,1.031786,-0.825967,1.616005
1.1800,1.034432,-0.828537,1.616865,1.034430,-0.828536,1.616864
1.1850,1.037049,-0.831081,1.617720,1.037046,-0.831079,1.617719
1.1900,1.039639,-0.833600,1.618571,1.039637,-0.833598,1.618570
1.1950,1.042203,-0.836095,1.619419,1.042201,-0.836093,1.619417
1.2000,1.044740,-0.838566,1.620262,1.044738,-0.838564,1.620260
1.2050,1.047252,-0.841012,1.621101,1.047250,-0.841010,1.621099
1.2100,1.049738,-0.843435,1.621937,1.049735,-0.843433,1.621935
1.2150,1.052197,-0.845834,1.622769,1.052195,-0.845832,1.622767
1.2200,1.054632,-0.848209,1.623597,1.054629,-0.848207,1.623595
1.2250,1.057040,-0.850561,1.624422,1.057038,-0.850559,1.624420
1.2300,1.059424,-0.852890,1.625242,1.059422,-0.852888,1.625240
1.2350,1.061782,-0.855195,1.626059,1.061780,-0.855193,1.626057
1.2400,1.064116,-0.857477,1.626873,1.064113,-0.857475,1.626871
