t,rs_x,rs_y,rs_z,py_x,py_y,py_z
0.8900,-0.163392,-0.147759,1.562989,-0.163392,-0.147759,1.562989
0.8950,-0.164007,-0.149431,1.563145,-0.164007,-0.149431,1.563145
0.9000,-0.164593,-0.151110,1.563293,-0.164593,-0.151110,1.563293
0.9050,-0.165151,-0.152797,1.563433,-0.165151,-0.152797,1.563433
0.9100,-0.165682,-0.154493,1.563565,-0.165682,-0.154493,1.563565
0.9150,-0.166185,-0.156199,1.563688,-0.166185,-0.156199,1.563688
0.9200,-0.166662,-0.157915,1.563802,-0.166662,-0.157915,1.563802
0.9250,-0.167113,-0.159644,1.563906,-0.167113,-0.159644,1.563906
0.9300,-0.167538,-0.161385,1.564001,-0.167538,-0.161385,1.564001
0.9350,-0.167938,-0.163139,1.564086,-0.167938,-0.163139,1.564086
0.9400,-0.168313,-0.164908,1.564161,-0.168313,-0.164908,1.564161
0.9450,-0.168663,-0.166692,1.564226,-0.168663,-0.166691,1.564226
0.9500,-0.168988,-0.168490,1.564280,-0.168988,-0.168490,1.564280
0.9550,-0.169289,-0.170304,1.564325,-0.169289,-0.170304,1.564325
0.9600,-0.169565,-0.172134,1.564360,-0.169565,-0.172134,1.564360
0.9650,-0.169817,-0.173979,1.564385,-0.169817,-0.173979,1.564385
0.9700,-0.170044,-0.175840,1.564400,-0.170044,-0.175840,1.564400
0.9750,-0.170246,-0.177716,1.564405,-0.170246,-0.177716,1.564405
0.9800,-0.170424,-0.179607,1.564401,-0.170424,-0.179607,1.564401
0.9850,-0.170576,-0.181513,1.564386,-0.170576,-0.181513,1.564386
0.9900,-0.170704,-0.183433,1.564362,-0.170704,-0.183433,1.564362
0.9950,-0.170807,-0.185366,1.564329,-0.170807,-0.185366,1.564329
1.0000,-0.170884,-0.187312,1.564285,-0.170884,-0.187312,1.564285
1.0050,-0.170936,-0.189270,1.564232,-0.170936,-0.189270,1.564232
1.0100,-0.170963,-0.191240,1.564169,-0.170963,-0.191240,1.564169
1.0150,-0.170963,-0.193220,1.564096,-0.170963,-0.193220,1.564096
1.0200,-0.170939,-0.195210,1.564013,-0.170939,-0.195210,1.564013
1.0250,-0.170888,-0.197209,1.563920,-0.170888,-0.197209,1.563920
1.0300,-0.170812,-0.199216,1.563817,-0.170812,-0.199216,1.563817
1.0350,-0.170710,-0.201231,1.563705,-0.170710,-0.201231,1.563705
1.0400,-0.170583,-0.203253,1.563582,-0.170583,-0.203253,1.563582
1.0450,-0.170430,-0.205281,1.563450,-0.170430,-0.205281,1.563450
1.0500,-0.170251,-0.207315,1.563308,-0.170251,-0.207315,1.563308
1.0550,-0.170048,-0.209354,1.563156,-0.170048,-0.209354,1.563156
1.0600,-0.169819,-0.211398,1.562995,-0.169819,-0.211398,1.562995
1.0650,-0.169566,-0.213447,1.562824,-0.169566,-0.213447,1.562824
1.0700,-0.169288,-0.215501,1.562644,-0.169288,-0.215501,1.562644
1.0750,-0.168986,-0.217558,1.562454,-0.168986,-0.217558,1.562454
1.0800,-0.168660,-0.219620,1.562255,-0.168660,-0.219620,1.562255
1.0850,-0.168310,-0.221686,1.562047,-0.168310,-0.221686,1.562047
1.0900,-0.167938,-0.223757,1.561829,-0.167938,-0.223757,1.561829
1.0950,-0.167543,-0.225832,1.561603,-0.167543,-0.225832,1.561603
1.1000,-0.167125,-0.227912,1.561368,-0.167125,-0.227912,1.561368
