t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.1900,0.686823,-0.023564,1.488070,0.686847,-0.023568,1.488063
1.1950,0.686770,-0.021673,1.489506,0.686794,-0.021676,1.489499
1.2000,0.686692,-0.019771,1.490948,0.686717,-0.019774,1.490940
1.2050,0.686591,-0.017858,1.492396,0.686616,-0.017861,1.492389
1.2100,0.686466,-0.015934,1.493850,0.686492,-0.015937,1.493843
1.2150,0.686319,-0.013999,1.495311,0.686344,-0.014002,1.495304
1.2200,0.686149,-0.012054,1.496778,0.686175,-0.012057,1.496771
1.2250,0.685957,-0.010097,1.498252,0.685983,-0.010101,1.498245
1.2300,0.685743,-0.008131,1.499731,0.685769,-0.008135,1.499724
1.2350,0.685508,-0.006154,1.501217,0.685535,-0.006158,1.501210
1.2400,0.685252,-0.004167,1.502709,0.685279,-0.004171,1.502701
1.2450,0.684976,-0.002170,1.504206,0.685003,-0.002173,1.504199
1.2500,0.684680,-0.000162,1.505710,0.684707,-0.000166,1.505703
1.2550,0.684364,0.001855,1.507220,0.684392,0.001851,1.507213
1.2600,0.684029,0.003882,1.508736,0.684057,0.003879,1.508729
1.2650,0.683674,0.005919,1.510257,0.683703,0.005916,1.510250
1.2700,0.683302,0.007966,1.511785,0.683330,0.007962,1.511778
1.2750,0.682911,0.010022,1.513318,0.682940,0.010019,1.513311
1.2800,0.682502,0.012088,1.514857,0.682531,0.012084,1.514850
1.2850,0.682076,0.014163,1.516402,0.682105,0.014159,1.516395
1.2900,0.681632,0.016247,1.517952,0.681662,0.016244,1.517945
1.2950,0.681172,0.018341,1.519509,0.681202,0.018337,1.519501
1.3000,0.680696,0.020444,1.521070,0.680726,0.020440,1.521063
1.3050,0.680203,0.022555,1.522638,0.680234,0.022552,1.522631
1.3100,0.679694,0.024676,1.524211,0.679725,0.024672,1.524204
1.3150,0.679170,0.026805,1.525789,0.679202,0.026801,1.525782
1.3200,0.678631,0.028943,1.527373,0.678663,0.028939,1.527366
1.3250,0.678077,0.031090,1.528962,0.678109,0.031086,1.528955
1.3300,0.677508,0.033245,1.530557,0.677541,0.033241,1.530550
1.3350,0.676926,0.035408,1.532157,0.676958,0.035404,1.532150
1.3400,0.676329,0.037580,1.533762,0.676361,0.037576,1.533755
1.3450,0.675718,0.039760,1.535373,0.675751,0.039756,1.535366
1.3500,0.675094,0.041948,1.536988,0.675128,0.041944,1.536981
1.3550,0.674457,0.044144,1.538609,0.674491,0.044140,1.538602
1.3600,0.673808,0.046348,1.540235,0.673842,0.046344,1.540228
1.3650,0.673145,0.048559,1.541867,0.673180,0.048556,1.541859
1.3700,0.672471,0.050779,1.543503,0.672505,0.050775,1.543496
1.3750,0.671784,0.053006,1.545144,0.671819,0.053002,1.545137
1.3800,0.671086,0.055240,1.546790,0.671121,0.055237,1.546783
1.3850,0.670376,0.057482,1.548441,0.670412,0.057479,1.548434
1.3900,0.669655,0.059732,1.550097,0.669691,0.059728,1.550090
1.3950,0.668923,0.061988,1.551758,0.668959,0.061984,1.551751
1.4000,0.668180,0.064252,1.553424,0.668217,0.064248,1.553417
1.4050,0.667427,0.066523,1.555094,0.667464,0.066519,1.555087
1.4100,0.666664,0.068801,1.556769,0.666700,0.068797,1.556762
1.4150,0.665890,0.071085,1.558449,0.665927,0.071081,1.558442
1.4200,0.665107,0.073377,1.560134,0.665144,0.073373,1.560127
1.4250,0.664314,0.075675,1.561823,0.664352,0.075671,1.561816
1.4300,0.663511,0.077980,1.563517,0.663550,0.077976,1.563510
1.4350,0.662700,0.080291,1.565215,0.662739,0.080287,1.565208
1.4400,0.661880,0.082609,1.566917,0.661919,0.082605,1.566910
1.4450,0.661051,0.084933,1.568625,0.661090,0.084929,1.568618
1.4500,0.660213,0.087263,1.570336,0.660253,0.087259,1.570329
1.4550,0.659367,0.089600,1.572052,0.659407,0.089596,1.572045
1.4600,0.658513,0.091943,1.573772,0.658554,0.091939,1.573765
1.4650,0.657652,0.094291,1.575497,0.657692,0.094287,1.575490
1.4700,0.656782,0.096646,1.577225,0.656823,0.096642,1.577218
1.4750,0.655905,0.099006,1.578958,0.655946,0.099002,1.578951
1.4800,0.655021,0.101373,1.580695,0.655062,0.101369,1.580688
1.4850,0.654129,0.103744,1.582436,0.654171,0.103740,1.582430
1.4900,0.653231,0.106122,1.584182,0.653273,0.106118,1.584175
1.4950,0.652325,0.108505,1.585931,0.652368,0.108501,1.585924
1.5000,0.651414,0.110894,1.587684,0.651456,0.110890,1.587677
1.5050,0.650495,0.113288,1.589442,0.650539,0.113284,1.589435
1.5100,0.649571,0.115687,1.591203,0.649614,0.115683,1.591196
1.5150,0.648640,0.118091,1.592968,0.648684,0.118087,1.592961
1.5200,0.647704,0.120501,1.594737,0.647748,0.120497,1.594730
1.5250,0.646761,0.122915,1.596509,0.646806,0.122911,1.596502
1.5300,0.645814,0.125335,1.598286,0.645858,0.125331,1.598279
1.5350,0.644860,0.127760,1.600066,0.644905,0.127756,1.600059
1.5400,0.643902,0.130189,1.601850,0.643947,0.130185,1.601843
1.5450,0.642938,0.132623,1.603637,0.642984,0.132619,1.603630
1.5500,0.641969,0.135062,1.605428,0.642015,0.135058,1.605421
1.5550,0.640995,0.137506,1.607223,0.641042,0.137502,1.607216
1.5600,0.640017,0.139954,1.609021,0.640064,0.139950,1.609014
1.5650,0.639034,0.142406,1.610822,0.639082,0.142402,1.610815
1.5700,0.638047,0.144863,1.612627,0.638095,0.144859,1.612620
1.5750,0.637056,0.147325,1.614436,0.637104,0.147321,1.614429
1.5800,0.636060,0.149790,1.616247,0.636108,0.149786,1.616241
1.5850,0.635060,0.152260,1.618062,0.635109,0.152256,1.618056
1.5900,0.634057,0.154734,1.619881,0.634106,0.154730,1.619874
1.5950,0.633049,0.157212,1.621702,0.633099,0.157208,1.621695
1.6000,0.632038,0.159694,1.623527,0.632088,0.159690,1.623520
1.6050,0.631024,0.162180,1.625355,0.631074,0.162176,1.625348
1.6100,0.630006,0.164670,1.627186,0.630057,0.164666,1.627179
1.6150,0.628985,0.167164,1.629020,0.629036,0.167160,1.629013
1.6200,0.627961,0.169662,1.630857,0.628012,0.169658,1.630850
1.6250,0.626934,0.172163,1.632697,0.626985,0.172159,1.632690
1.6300,0.625904,0.174668,1.634540,0.625956,0.174664,1.634533
1.6350,0.624871,0.177176,1.636386,0.624923,0.177172,1.636379
1.6400,0.623835,0.179688,1.638234,0.623888,0.179684,1.638228
1.6450,0.622797,0.182204,1.640086,0.622850,0.182200,1.640079
1.6500,0.621757,0.184722,1.641940,0.621810,0.184719,1.641934
1.6550,0.620714,0.187245,1.643797,0.620767,0.187241,1.643791
1.6600,0.619668,0.189770,1.645657,0.619723,0.189766,1.645651
1.6650,0.618621,0.192299,1.647520,0.618676,0.192295,1.647513
1.6700,0.617572,0.194831,1.649385,0.617627,0.194827,1.649378
1.6750,0.616521,0.197366,1.651253,0.616576,0.197362,1.651246
1.6800,0.615468,0.199904,1.653123,0.615523,0.199900,1.653116
1.6850,0.614413,0.202445,1.654996,0.614469,0.202441,1.654989
