t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.6100,1.579969,-0.338769,1.988430,1.579969,-0.338769,1.988430
1.6150,1.579054,-0.336650,1.987386,1.579054,-0.336650,1.987386
1.6200,1.578111,-0.334525,1.986333,1.578110,-0.334525,1.986333
1.6250,1.577138,-0.332395,1.985272,1.577138,-0.332395,1.985272
1.6300,1.576136,-0.330260,1.984202,1.576136,-0.330260,1.984202
1.6350,1.575107,-0.328119,1.983124,1.575106,-0.328119,1.983124
1.6400,1.574049,-0.325974,1.982038,1.574048,-0.325974,1.982038
1.6450,1.572963,-0.323825,1.980943,1.572962,-0.323824,1.980943
1.6500,1.571849,-0.321670,1.979840,1.571849,-0.321670,1.979840
1.6550,1.570708,-0.319511,1.978729,1.570708,-0.319511,1.978729
1.6600,1.569540,-0.317348,1.977610,1.569540,-0.317348,1.977610
1.6650,1.568345,-0.315181,1.976483,1.568345,-0.315181,1.976483
1.6700,1.567124,-0.313010,1.975348,1.567124,-0.313010,1.975348
1.6750,1.565876,-0.310835,1.974204,1.565876,-0.310835,1.974204
1.6800,1.564602,-0.308657,1.973053,1.564602,-0.308656,1.973053
1.6850,1.563302,-0.306474,1.971894,1.563302,-0.306474,1.971894
1.6900,1.561977,-0.304289,1.970727,1.561977,-0.304289,1.970727
1.6950,1.560626,-0.302100,1.969553,1.560626,-0.302100,1.969553
1.7000,1.559250,-0.299908,1.968371,1.559250,-0.299908,1.968371
1.7050,1.557850,-0.297713,1.967180,1.557850,-0.297713,1.967180
1.7100,1.556425,-0.295515,1.965983,1.556424,-0.295515,1.965983
1.7150,1.554975,-0.293314,1.964778,1.554975,-0.293314,1.964778
1.7200,1.553502,-0.291111,1.963565,1.553501,-0.291111,1.963565
1.7250,1.552004,-0.288906,1.962344,1.552004,-0.288905,1.962344
1.7300,1.550483,-0.286697,1.961116,1.550483,-0.286697,1.961116
1.7350,1.548939,-0.284487,1.959881,1.548938,-0.284487,1.959881
1.7400,1.547371,-0.282275,1.958639,1.547371,-0.282275,1.958639
1.7450,1.545781,-0.280060,1.957388,1.545781,-0.280060,1.957388
